video_id,comment_id,parent_comment_id,comment_type,author_display_name,author_channel_id,comment_text,comment_like_count,reply_count,published_at,updated_at
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakVhIF4NZp,UgywzezFoEu6KvVekq54AaABAg,REPLY,@sasfssdfsdf,UCz9GFAjchrQd6nGBOu9Wl9Q,Wow badshah salamat looking very good in shalwar Kamena❤❤❤❤❤❤,0,0,2026-09-14T20:30:00Z,2026-09-14T20:30:00Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakVhOLQ_Bb,UgywzezFoEu6KvVekq54AaABAg,REPLY,@NoorFareed-s7d,UCfDv3JDeR5TyfI4_SsRFFPw,@seonghyeoncheesenever InshaAllah,1,0,2026-09-14T20:30:01Z,2026-09-14T20:30:01Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakVhi-uR7k,UgywzezFoEu6KvVekq54AaABAg,REPLY,@Clouds-x5g,UCJMWkoeU2EQacnNT5Zdyz9g,Hamza bhi acha Insan hai Patanahi q isse support Nhi karraha Koie 😢,0,0,2026-09-14T20:30:03Z,2026-09-14T20:30:03Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakWt6AnnUd,UgywzezFoEu6KvVekq54AaABAg,REPLY,@Sstar.3.0,UC4X15ypJDL0xPEBuEItZwTA,Only babrik shah,1,0,2026-09-14T20:40:21Z,2026-09-14T20:40:21Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakX4DH9n5V,UgywzezFoEu6KvVekq54AaABAg,REPLY,@bass745,UCTMZTMb7eTzOcjVV_ZkPP0g,My vote for esra ayesha she is winner of tashma season 5 inshallah ❤❤🥰🥰💯💯,3,0,2026-09-14T20:42:00Z,2026-09-14T20:42:00Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakX77tGTNF,UgywzezFoEu6KvVekq54AaABAg,REPLY,@khunsaaamir,UCVRJOPHY4GK-BrVYR9qZOcw,Not once have I heard Yasir use bad words no matter how hard people try to provoke him and target hims ❤️,2,0,2026-09-14T20:42:24Z,2026-09-14T20:42:24Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakX8by1qpp,UgywzezFoEu6KvVekq54AaABAg,REPLY,@khunsaaamir,UCVRJOPHY4GK-BrVYR9qZOcw,Why do the housemates always gang up on Yasir for no logical reason every single time? 😭🙏🏽,2,0,2026-09-14T20:42:36Z,2026-09-14T20:42:36Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakXJq1dCDl,UgywzezFoEu6KvVekq54AaABAg,REPLY,@AbdulJabbarjutt-k6q,UColPd6F18n5P4tzUgPgwSow,Me tamasha dykhna chor dooon gi agar inho ny phir sy Esra ka screentime nahi bharhaya tou hum pagel tou nahi adhi Raat tak jagty Hain Esra k liay or ap ussay dikhaty hi nahi ho,3,0,2026-09-14T20:44:08Z,2026-09-14T20:44:08Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakYR8nfuLP,UgywzezFoEu6KvVekq54AaABAg,REPLY,@seonghyeoncheese,UCDEkugVX1mPCc4yTV8qsZdA,Aj Esra ka birthday tha kisi ne bi celebrate nhi kia 😭😭😭,1,0,2026-09-14T20:53:52Z,2026-09-14T20:53:52Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakYS2g-7IC,UgywzezFoEu6KvVekq54AaABAg,REPLY,@seonghyeoncheese,UCDEkugVX1mPCc4yTV8qsZdA,Aj Esra ka birthday tha kisi ne bi celebrate nhi kia 😭😭😭,1,0,2026-09-14T20:54:00Z,2026-09-14T20:54:00Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakYZ-eMvI6,UgywzezFoEu6KvVekq54AaABAg,REPLY,@seonghyeoncheese,UCDEkugVX1mPCc4yTV8qsZdA,Aj Esra ka birthday tha kisi ne bi celebrate nhi kia 😭😭😭,1,0,2026-09-14T20:54:57Z,2026-09-14T20:54:57Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakYjzGy2ji,UgywzezFoEu6KvVekq54AaABAg,REPLY,@seonghyeoncheese,UCDEkugVX1mPCc4yTV8qsZdA,insha Allah insha Allah insha Allah Esra will be winner ❤,0,0,2026-09-14T20:56:35Z,2026-09-14T20:56:35Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakYoLH-ixm,UgywzezFoEu6KvVekq54AaABAg,REPLY,@AbdulJabbarjutt-k6q,UColPd6F18n5P4tzUgPgwSow,​Shaid 2 din baad wali episode me ho kiun k ya episode 2 din pahly ki hy Yani aj birthday hy aj k din ki episode 2 din baad aye gi,0,0,2026-09-14T20:57:11Z,2026-09-14T20:57:11Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakZOet0nD6,UgywzezFoEu6KvVekq54AaABAg,REPLY,@SheriKhan-e4d,UCQ5vzYXKYmEd8NjwBxiNkXQ,Fasih❤,0,0,2026-09-14T21:02:16Z,2026-09-14T21:02:16Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakZefiNsYR,UgywzezFoEu6KvVekq54AaABAg,REPLY,@zainabofficial1589,UCdZS7uVxvbMj7HEQTonKc4g,Esra🎉🎉,1,0,2026-09-14T21:04:36Z,2026-09-14T21:04:36Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAak_3U7f3n7,UgywzezFoEu6KvVekq54AaABAg,REPLY,@FazalAhmadzai-x1e,UCYDLvScFP3QlkpGETIGhgcA,Sahrish ko q unsafe keya whyyy😢😢😮😮😮,0,0,2026-09-14T21:08:07Z,2026-09-14T21:08:07Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAak_A3nLq2r,UgywzezFoEu6KvVekq54AaABAg,REPLY,@samreen_Crazy-Heart,UC3_bk_FjHdg6Ul2tUvnUiXQ,😂😂😂😂😂 10 bj likhte ho 2 bj tak show chalte hon,0,0,2026-09-14T21:09:01Z,2026-09-14T21:09:01Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAak_iHsH6nf,UgywzezFoEu6KvVekq54AaABAg,REPLY,@MRizwan-d5h4l,UCT3pdew-eOm7FBkkJVYXjGA,"Babrik ka bs eka hi hai ma jita sakta tha us ka elva kush bi nahi hai ""main"" hi nahi shora raha is liya ya kabi winer nahi hu sak ta",0,0,2026-09-14T21:13:50Z,2026-09-14T21:13:50Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAak_ppdJK5P,UgywzezFoEu6KvVekq54AaABAg,REPLY,@MRizwan-d5h4l,UCT3pdew-eOm7FBkkJVYXjGA,Same Agra yahi baat Esra ka liya ki ja tu inshallah fera hai our winer 🏆 inshallah,0,0,2026-09-14T21:14:51Z,2026-09-14T21:14:51Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAaka644I-E1,UgywzezFoEu6KvVekq54AaABAg,REPLY,@komaltariq3806,UCEpcT__bNFSH5YIaPQGDpww,"ap maany ya na maany bohat se log Tamasha Season 5 including me sirf or sirf samiya ki waja se e dekh rhy hai, agr wo gi to sara interest e khtam hojye ga. i am damn sure",1,0,2026-09-14T21:17:13Z,2026-09-14T21:17:13Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakaIqulycm,UgywzezFoEu6KvVekq54AaABAg,REPLY,@ashhadkhan7909,UCJ1FFqSjYeBaLv8gOzgGWGQ,Rabia jab task me harti ha tou roney lgti ha😂,1,0,2026-09-14T21:18:57Z,2026-09-14T21:18:57Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakbRPaureb,UgywzezFoEu6KvVekq54AaABAg,REPLY,@Not-urvibe,UCS5if1JQ86X3b7oW3jrxWLg,Laila or zee no nikalo🙏🏻🙏🏻😭,0,0,2026-09-14T21:28:52Z,2026-09-14T21:28:52Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakcMSp9T0M,UgywzezFoEu6KvVekq54AaABAg,REPLY,@UmamaSheikh-v2f,UCly7sjoCHb1xr0_lZNP_K9Q,Jldi ku ni lgty o yahn p ap log,0,0,2026-09-14T21:36:55Z,2026-09-14T21:36:55Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakcQvMuSEl,UgywzezFoEu6KvVekq54AaABAg,REPLY,@UmamaSheikh-v2f,UCly7sjoCHb1xr0_lZNP_K9Q,​@seonghyeoncheeseTum hogi falto,4,0,2026-09-14T21:37:32Z,2026-09-14T21:37:32Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakcW5Z2Faq,UgywzezFoEu6KvVekq54AaABAg,REPLY,@UmamaSheikh-v2f,UCly7sjoCHb1xr0_lZNP_K9Q,😂😂😂 Tum. Dr zee or Laila ya wo khusra h teen age k fasih usy dekhna pasnd karogi hahahah Jo kisi kam k ni h,0,0,2026-09-14T21:38:15Z,2026-09-14T21:38:15Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakdHj3X6VH,UgywzezFoEu6KvVekq54AaABAg,REPLY,@Not-urvibe,UCS5if1JQ86X3b7oW3jrxWLg,​​@UmamaSheikh-v2f...?,0,0,2026-09-14T21:45:01Z,2026-09-14T21:45:06Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakg96mH4fz,UgywzezFoEu6KvVekq54AaABAg,REPLY,@MisbahKhan-lx1sg,UCWpc4jext1rk1tF6u66BIEA,Rabia ko samjhaae bae game khel rh ha sb jo jaha s b start karee Koi kisi ko Kuc bol ni skta,0,0,2026-09-14T22:10:03Z,2026-09-14T22:10:03Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakgEDgNNkb,UgywzezFoEu6KvVekq54AaABAg,REPLY,@MisbahKhan-lx1sg,UCWpc4jext1rk1tF6u66BIEA,Samiyaa q bol rh h Rabia ko bachae jisk Marzi Jo jess game khelaaa,0,0,2026-09-14T22:10:45Z,2026-09-14T22:10:45Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakgF2ibK7W,UgywzezFoEu6KvVekq54AaABAg,REPLY,@maazgamer1109,UCOasX-v_W4s3STsci8mnw_Q,Cafe open kr dain sir please 😢,0,0,2026-09-14T22:10:52Z,2026-09-14T22:10:52Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakiuRYf5E6,UgywzezFoEu6KvVekq54AaABAg,REPLY,@saharfareed31,UCHpXyryv3C7vn3l8Jm5U5BA,​@komaltariq3806  v true,0,0,2026-09-14T22:34:08Z,2026-09-14T22:34:08Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakj-95P-Wq,UgywzezFoEu6KvVekq54AaABAg,REPLY,@saharfareed31,UCHpXyryv3C7vn3l8Jm5U5BA,​@seonghyeoncheese lol 😂😂😂😂😂😂😂😂😂😂,0,0,2026-09-14T22:34:54Z,2026-09-14T22:34:54Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAaks_4GT0eb,UgywzezFoEu6KvVekq54AaABAg,REPLY,@muhammadnadeem2075,UCwRq6eVPRA_r9vLL94f9S6A,ESRA needs psychological assessments she is psychopath. This is not boldness this is sick mentally,0,0,2026-09-14T23:58:36Z,2026-09-14T23:58:36Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAaksufL0RA4,UgywzezFoEu6KvVekq54AaABAg,REPLY,@kingandqueen2412,UC1gSsm1xYFKbKE9PWFs0t0g,Laila anti  please ap apne ghar jayeee ab 😂😂😂😂 is se ziyda nh dekh skta me apko,0,0,2026-09-15T00:01:33Z,2026-09-15T00:06:27Z
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakw2CAsi-q,UgywzezFoEu6KvVekq54AaABAg,REPLY,@LyricsandBeats6,UCHQbJx37Nm-e0NO0udlq5Hg,​@Clouds-x5g us including drzee and laila,3,0,2026-09-15T00:28:55Z,2026-09-15T00:28:55Z
