video_id,comment_id,parent_comment_id,comment_type,comment_text,comment_like_count,published_at,cleaned_comment,sentiment,sentiment_score
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakTWZ93GzJ,UgywzezFoEu6KvVekq54AaABAg,REPLY,"Today was ESRA’s birthday, so why wasn’t it celebrated properly? 😭💔 Everyone else got a cake on their birthdays, including Hamza and ZAYB, so why was ESRA left out? She deserves the same love, celebration and special treatment! 👑🎂❤️",6,2026-09-14T20:10:55Z,"Today was ESRA’s birthday, so why wasn’t it celebrated properly? 😭💔 Everyone else got a cake on their birthdays, including Hamza and ZAYB, so why was ESRA left out? She deserves the same love, celebration and special treatment! 👑🎂❤️",,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakT_wopiYo,UgywzezFoEu6KvVekq54AaABAg,REPLY,​​@NoorFareed-s7dinshaAllah❤,2,2026-09-14T20:11:31Z,​​@NoorFareed-s7dinshaAllah❤,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakTaJYHfT4,UgywzezFoEu6KvVekq54AaABAg,REPLY,​@FURQAN_VELOGSright,1,2026-09-14T20:11:34Z,​@FURQAN_VELOGSright,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakTi6NULXx,UgywzezFoEu6KvVekq54AaABAg,REPLY,Kia baqwass hin Esra ka aj birthday tha q nhi mnaya😭😭,4,2026-09-14T20:12:38Z,Kia baqwass hin Esra ka aj birthday tha q nhi mnaya😭😭,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakTjfvwdlu,UgywzezFoEu6KvVekq54AaABAg,REPLY,Kia baqwass hin Esra ka aj birthday tha q nhi mnaya😭😭,4,2026-09-14T20:12:51Z,Kia baqwass hin Esra ka aj birthday tha q nhi mnaya😭😭,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakTrgpc_YB,UgywzezFoEu6KvVekq54AaABAg,REPLY,Ye Fitna Samiya chalti phirti fake hai idher odher ghum k Jhot bolti rehti hai Dosro k khilaf Iss ka bolna Roona everything fake hai Andar se Kuch aur soch Rahi Hoti hai aur baheer se Kuch aur ban k dikhati hai mesni Aur Esra at least Laila se Sab se moo pe to larti hai ye Samiya to pechy se waar Karti hai Laila wagera pe aur jinn k Aagy acha banti hai unn Sab k Aagy kesi ki bhi nahi hai ye bas idher ki odher tili lagana Kam hai Iss ka,0,2026-09-14T20:13:57Z,Ye Fitna Samiya chalti phirti fake hai idher odher ghum k Jhot bolti rehti hai Dosro k khilaf Iss ka bolna Roona everything fake hai Andar se Kuch aur soch Rahi Hoti hai aur baheer se Kuch aur ban k dikhati hai mesni Aur Esra at least Laila se Sab se moo pe to larti hai ye Samiya to pechy se waar Karti hai Laila wagera pe aur jinn k Aagy acha banti hai unn Sab k Aagy kesi ki bhi nahi hai ye bas idher ki odher tili lagana Kam hai Iss ka,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakTwGZXdOa,UgywzezFoEu6KvVekq54AaABAg,REPLY,Esra or zayb ki jo conversation hoti hin wo q unct min dalte hin kia faltooo k log dekenge😒,14,2026-09-14T20:14:34Z,Esra or zayb ki jo conversation hoti hin wo q unct min dalte hin kia faltooo k log dekenge😒,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakU5F3JnOL,UgywzezFoEu6KvVekq54AaABAg,REPLY,Esra or zayb jub aik sath hote hin tu wo seen q uncut min dalte Esra zayb ka screen time full kare😡😡,2,2026-09-14T20:15:56Z,Esra or zayb jub aik sath hote hin tu wo seen q uncut min dalte Esra zayb ka screen time full kare😡😡,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakUCTu5J2q,UgywzezFoEu6KvVekq54AaABAg,REPLY,"Samiya is a real True fasadaan phupoo badnam Ramsha thi bechari 
Asal to ye samiya fitna Karti hai Khuhd achi ban jati hai aur Dosro ko Bura bana deti hai soo annoying Jhoti",0,2026-09-14T20:16:55Z,Samiya is a real True fasadaan phupoo badnam Ramsha thi bechari Asal to ye samiya fitna Karti hai Khuhd achi ban jati hai aur Dosro ko Bura bana deti hai soo annoying Jhoti,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakUGcKS7vX,UgywzezFoEu6KvVekq54AaABAg,REPLY,My vote for babrik bhai sab,2,2026-09-14T20:17:29Z,My vote for babrik bhai sab,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakUKpsLNVc,UgywzezFoEu6KvVekq54AaABAg,REPLY,Sehrish ko unsave karwao aur Nikalo show se ajeeb itni bari Bachi ban k ghumti hai iss bhoqar ko Sirf khahne ka pata hai Kam Koie bhi nahi Karti labour class Mai aakar jab Iss ko Kam ka sirf Kah her tha to rone lag gaie thi k Kam nahi karo gi Kabhi bhi Apne hisharo pe nachwati hai Hassan aur Fassi ko opar se fassi bhi gulam hai isse Ka Rabia k pass Kam ka kehne ajata tha Rabia akeli Lagi Hoti thi ye sehrish Kuch Karti hee nahi thi Sehrish khuhd Sab larkiyo se jealous hai aur Fassi Hassan Isse pechan hee nahi Rahe ye abhi Taak Baithi hee Inn dono ki waja se hai warna literally Koie Game nahi Iss Sehrish ki task Mai bhi zero hai bas Dosro k opar baty Karne aati hai isse bari bari Jo Khuhd Mai hota hai wo Dosro ko kehti hai,1,2026-09-14T20:18:04Z,Sehrish ko unsave karwao aur Nikalo show se ajeeb itni bari Bachi ban k ghumti hai iss bhoqar ko Sirf khahne ka pata hai Kam Koie bhi nahi Karti labour class Mai aakar jab Iss ko Kam ka sirf Kah her tha to rone lag gaie thi k Kam nahi karo gi Kabhi bhi Apne hisharo pe nachwati hai Hassan aur Fassi ko opar se fassi bhi gulam hai isse Ka Rabia k pass Kam ka kehne ajata tha Rabia akeli Lagi Hoti thi ye sehrish Kuch Karti hee nahi thi Sehrish khuhd Sab larkiyo se jealous hai aur Fassi Hassan Isse pechan hee nahi Rahe ye abhi Taak Baithi hee Inn dono ki waja se hai warna literally Koie Game nahi Iss Sehrish ki task Mai bhi zero hai bas Dosro k opar baty Karne aati hai isse bari bari Jo Khuhd Mai hota hai wo Dosro ko kehti hai,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakUMcHnQqm,UgywzezFoEu6KvVekq54AaABAg,REPLY,Only here for my queen Esra khan❤❤,4,2026-09-14T20:18:18Z,Only here for my queen Esra khan❤❤,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakUN7F5nVu,UgywzezFoEu6KvVekq54AaABAg,REPLY,Samiya ko nikalo idher se odher aag Lagati hai bs,21,2026-09-14T20:18:22Z,Samiya ko nikalo idher se odher aag Lagati hai bs,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakUS3FHU78,UgywzezFoEu6KvVekq54AaABAg,REPLY,Ary team Esra ka screen time full kare please please please please please please please please please please please please please please please please please 🥺,3,2026-09-14T20:19:03Z,Ary team Esra ka screen time full kare please please please please please please please please please please please please please please please please please 🥺,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakUTGfSsy1,UgywzezFoEu6KvVekq54AaABAg,REPLY,Ap Esra ka screentime km karny ki koshish kiun kar rahay Hain hum tamasha dykh hi sirf Esra k liay Rahay Hain please USS ko episode me ziada sy ziada dikhaya karain,9,2026-09-14T20:19:13Z,Ap Esra ka screentime km karny ki koshish kiun kar rahay Hain hum tamasha dykh hi sirf Esra k liay Rahay Hain please USS ko episode me ziada sy ziada dikhaya karain,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakU_DgdfBn,UgywzezFoEu6KvVekq54AaABAg,REPLY,Badshah slamath Esra ka birthday tha or Esra ka screen time full kare please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please 🥺,3,2026-09-14T20:20:10Z,Badshah slamath Esra ka birthday tha or Esra ka screen time full kare please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please 🥺,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakUcITkia8,UgywzezFoEu6KvVekq54AaABAg,REPLY,​.  Yes whyyyyhhhhy😢,2,2026-09-14T20:20:35Z,​. Yes whyyyyhhhhy😢,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakUcj5tA6t,UgywzezFoEu6KvVekq54AaABAg,REPLY,Zaib inscure hai Bhot Babarik se ye itna Jalta hai babrik se 😂😂 had hogaie Iss ki wo to Iss ki bat Taak Nahi karta ye babrik babrik karta hai obsessed Man hai,3,2026-09-14T20:20:38Z,Zaib inscure hai Bhot Babarik se ye itna Jalta hai babrik se 😂😂 had hogaie Iss ki wo to Iss ki bat Taak Nahi karta ye babrik babrik karta hai obsessed Man hai,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakUigo9y-R,UgywzezFoEu6KvVekq54AaABAg,REPLY,​@Clouds-x5g  shi kha motooo pando ko dfa kare 😂,4,2026-09-14T20:21:27Z,​@Clouds-x5g shi kha motooo pando ko dfa kare 😂,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakUoaFmWwK,UgywzezFoEu6KvVekq54AaABAg,REPLY,​@NoorFareed-s7d    Esra will be winner insha Allah insha Allah insha Allah❤,0,2026-09-14T20:22:15Z,​@NoorFareed-s7d Esra will be winner insha Allah insha Allah insha Allah❤,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakUq8oCVKj,UgywzezFoEu6KvVekq54AaABAg,REPLY,​@jamilahmed6802    only Esra,1,2026-09-14T20:22:28Z,​@jamilahmed6802 only Esra,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakV91X8Cni,UgywzezFoEu6KvVekq54AaABAg,REPLY,Esra samiya babrik yasir zee Fasih Rabia they're strong contestants 💯,2,2026-09-14T20:25:11Z,Esra samiya babrik yasir zee Fasih Rabia they're strong contestants 💯,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakVB15kEW9,UgywzezFoEu6KvVekq54AaABAg,REPLY,Zaib ki bhi koie game nahi hai sach kah jaie to Baith k baty banata rehta hai wo ase hai babrik asa hai Par ye zaib kis moo se babrik k opar baty karta hai jab K ye khuhd sab ko bitha k Jo babarik k khilaf karta rehta hai wo Kuch nahi lakin bas isse babarik nazar ata hai pore ghar mai ajeeb hai ye,3,2026-09-14T20:25:27Z,Zaib ki bhi koie game nahi hai sach kah jaie to Baith k baty banata rehta hai wo ase hai babrik asa hai Par ye zaib kis moo se babrik k opar baty karta hai jab K ye khuhd sab ko bitha k Jo babarik k khilaf karta rehta hai wo Kuch nahi lakin bas isse babarik nazar ata hai pore ghar mai ajeeb hai ye,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakVJpsTBw-,UgywzezFoEu6KvVekq54AaABAg,REPLY,hamza johar,1,2026-09-14T20:26:40Z,hamza johar,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakVKG1nAVt,UgywzezFoEu6KvVekq54AaABAg,REPLY,Yasir is such a truthful n positive personality 💯 vote for yasir,4,2026-09-14T20:26:43Z,Yasir is such a truthful n positive personality 💯 vote for yasir,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakVbnIQ6JG,UgywzezFoEu6KvVekq54AaABAg,REPLY,"Babrik ko yah masla hai us ka weight loss hoo gya...ab woh dil khol kar tamasha cafe say khana order kary ga.... asal ma games ma nah save hona ki waja say babrik ka weight kam ho gya hai ...😂😂
Babrik ki real side samey awam ky samny aty huway .......",0,2026-09-14T20:29:15Z,Babrik ko yah masla hai us ka weight loss hoo gya...ab woh dil khol kar tamasha cafe say khana order kary ga.... asal ma games ma nah save hona ki waja say babrik ka weight kam ho gya hai ...😂😂 Babrik ki real side samey awam ky samny aty huway .......,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakVhIF4NZp,UgywzezFoEu6KvVekq54AaABAg,REPLY,Wow badshah salamat looking very good in shalwar Kamena❤❤❤❤❤❤,0,2026-09-14T20:30:00Z,Wow badshah salamat looking very good in shalwar Kamena❤❤❤❤❤❤,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakVhOLQ_Bb,UgywzezFoEu6KvVekq54AaABAg,REPLY,@seonghyeoncheesenever InshaAllah,1,2026-09-14T20:30:01Z,@seonghyeoncheesenever InshaAllah,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakVhi-uR7k,UgywzezFoEu6KvVekq54AaABAg,REPLY,Hamza bhi acha Insan hai Patanahi q isse support Nhi karraha Koie 😢,0,2026-09-14T20:30:03Z,Hamza bhi acha Insan hai Patanahi q isse support Nhi karraha Koie 😢,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakWt6AnnUd,UgywzezFoEu6KvVekq54AaABAg,REPLY,Only babrik shah,1,2026-09-14T20:40:21Z,Only babrik shah,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakX4DH9n5V,UgywzezFoEu6KvVekq54AaABAg,REPLY,My vote for esra ayesha she is winner of tashma season 5 inshallah ❤❤🥰🥰💯💯,3,2026-09-14T20:42:00Z,My vote for esra ayesha she is winner of tashma season 5 inshallah ❤❤🥰🥰💯💯,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakX77tGTNF,UgywzezFoEu6KvVekq54AaABAg,REPLY,Not once have I heard Yasir use bad words no matter how hard people try to provoke him and target hims ❤️,2,2026-09-14T20:42:24Z,Not once have I heard Yasir use bad words no matter how hard people try to provoke him and target hims ❤️,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakX8by1qpp,UgywzezFoEu6KvVekq54AaABAg,REPLY,Why do the housemates always gang up on Yasir for no logical reason every single time? 😭🙏🏽,2,2026-09-14T20:42:36Z,Why do the housemates always gang up on Yasir for no logical reason every single time? 😭🙏🏽,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakXJq1dCDl,UgywzezFoEu6KvVekq54AaABAg,REPLY,Me tamasha dykhna chor dooon gi agar inho ny phir sy Esra ka screentime nahi bharhaya tou hum pagel tou nahi adhi Raat tak jagty Hain Esra k liay or ap ussay dikhaty hi nahi ho,3,2026-09-14T20:44:08Z,Me tamasha dykhna chor dooon gi agar inho ny phir sy Esra ka screentime nahi bharhaya tou hum pagel tou nahi adhi Raat tak jagty Hain Esra k liay or ap ussay dikhaty hi nahi ho,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakYR8nfuLP,UgywzezFoEu6KvVekq54AaABAg,REPLY,Aj Esra ka birthday tha kisi ne bi celebrate nhi kia 😭😭😭,1,2026-09-14T20:53:52Z,Aj Esra ka birthday tha kisi ne bi celebrate nhi kia 😭😭😭,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakYS2g-7IC,UgywzezFoEu6KvVekq54AaABAg,REPLY,Aj Esra ka birthday tha kisi ne bi celebrate nhi kia 😭😭😭,1,2026-09-14T20:54:00Z,Aj Esra ka birthday tha kisi ne bi celebrate nhi kia 😭😭😭,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakYZ-eMvI6,UgywzezFoEu6KvVekq54AaABAg,REPLY,Aj Esra ka birthday tha kisi ne bi celebrate nhi kia 😭😭😭,1,2026-09-14T20:54:57Z,Aj Esra ka birthday tha kisi ne bi celebrate nhi kia 😭😭😭,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakYjzGy2ji,UgywzezFoEu6KvVekq54AaABAg,REPLY,insha Allah insha Allah insha Allah Esra will be winner ❤,0,2026-09-14T20:56:35Z,insha Allah insha Allah insha Allah Esra will be winner ❤,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakYoLH-ixm,UgywzezFoEu6KvVekq54AaABAg,REPLY,​Shaid 2 din baad wali episode me ho kiun k ya episode 2 din pahly ki hy Yani aj birthday hy aj k din ki episode 2 din baad aye gi,0,2026-09-14T20:57:11Z,​Shaid 2 din baad wali episode me ho kiun k ya episode 2 din pahly ki hy Yani aj birthday hy aj k din ki episode 2 din baad aye gi,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakZOet0nD6,UgywzezFoEu6KvVekq54AaABAg,REPLY,Fasih❤,0,2026-09-14T21:02:16Z,Fasih❤,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakZefiNsYR,UgywzezFoEu6KvVekq54AaABAg,REPLY,Esra🎉🎉,1,2026-09-14T21:04:36Z,Esra🎉🎉,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAak_3U7f3n7,UgywzezFoEu6KvVekq54AaABAg,REPLY,Sahrish ko q unsafe keya whyyy😢😢😮😮😮,0,2026-09-14T21:08:07Z,Sahrish ko q unsafe keya whyyy😢😢😮😮😮,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAak_A3nLq2r,UgywzezFoEu6KvVekq54AaABAg,REPLY,😂😂😂😂😂 10 bj likhte ho 2 bj tak show chalte hon,0,2026-09-14T21:09:01Z,😂😂😂😂😂 10 bj likhte ho 2 bj tak show chalte hon,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAak_iHsH6nf,UgywzezFoEu6KvVekq54AaABAg,REPLY,"Babrik ka bs eka hi hai ma jita sakta tha us ka elva kush bi nahi hai ""main"" hi nahi shora raha is liya ya kabi winer nahi hu sak ta",0,2026-09-14T21:13:50Z,"Babrik ka bs eka hi hai ma jita sakta tha us ka elva kush bi nahi hai ""main"" hi nahi shora raha is liya ya kabi winer nahi hu sak ta",,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAak_ppdJK5P,UgywzezFoEu6KvVekq54AaABAg,REPLY,Same Agra yahi baat Esra ka liya ki ja tu inshallah fera hai our winer 🏆 inshallah,0,2026-09-14T21:14:51Z,Same Agra yahi baat Esra ka liya ki ja tu inshallah fera hai our winer 🏆 inshallah,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAaka644I-E1,UgywzezFoEu6KvVekq54AaABAg,REPLY,"ap maany ya na maany bohat se log Tamasha Season 5 including me sirf or sirf samiya ki waja se e dekh rhy hai, agr wo gi to sara interest e khtam hojye ga. i am damn sure",1,2026-09-14T21:17:13Z,"ap maany ya na maany bohat se log Tamasha Season 5 including me sirf or sirf samiya ki waja se e dekh rhy hai, agr wo gi to sara interest e khtam hojye ga. i am damn sure",,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakaIqulycm,UgywzezFoEu6KvVekq54AaABAg,REPLY,Rabia jab task me harti ha tou roney lgti ha😂,1,2026-09-14T21:18:57Z,Rabia jab task me harti ha tou roney lgti ha😂,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakbRPaureb,UgywzezFoEu6KvVekq54AaABAg,REPLY,Laila or zee no nikalo🙏🏻🙏🏻😭,0,2026-09-14T21:28:52Z,Laila or zee no nikalo🙏🏻🙏🏻😭,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakcMSp9T0M,UgywzezFoEu6KvVekq54AaABAg,REPLY,Jldi ku ni lgty o yahn p ap log,0,2026-09-14T21:36:55Z,Jldi ku ni lgty o yahn p ap log,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakcQvMuSEl,UgywzezFoEu6KvVekq54AaABAg,REPLY,​@seonghyeoncheeseTum hogi falto,4,2026-09-14T21:37:32Z,​@seonghyeoncheeseTum hogi falto,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakcW5Z2Faq,UgywzezFoEu6KvVekq54AaABAg,REPLY,😂😂😂 Tum. Dr zee or Laila ya wo khusra h teen age k fasih usy dekhna pasnd karogi hahahah Jo kisi kam k ni h,0,2026-09-14T21:38:15Z,😂😂😂 Tum. Dr zee or Laila ya wo khusra h teen age k fasih usy dekhna pasnd karogi hahahah Jo kisi kam k ni h,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakdHj3X6VH,UgywzezFoEu6KvVekq54AaABAg,REPLY,​​@UmamaSheikh-v2f...?,0,2026-09-14T21:45:01Z,​​@UmamaSheikh-v2f...?,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakg96mH4fz,UgywzezFoEu6KvVekq54AaABAg,REPLY,Rabia ko samjhaae bae game khel rh ha sb jo jaha s b start karee Koi kisi ko Kuc bol ni skta,0,2026-09-14T22:10:03Z,Rabia ko samjhaae bae game khel rh ha sb jo jaha s b start karee Koi kisi ko Kuc bol ni skta,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakgEDgNNkb,UgywzezFoEu6KvVekq54AaABAg,REPLY,Samiyaa q bol rh h Rabia ko bachae jisk Marzi Jo jess game khelaaa,0,2026-09-14T22:10:45Z,Samiyaa q bol rh h Rabia ko bachae jisk Marzi Jo jess game khelaaa,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakgF2ibK7W,UgywzezFoEu6KvVekq54AaABAg,REPLY,Cafe open kr dain sir please 😢,0,2026-09-14T22:10:52Z,Cafe open kr dain sir please 😢,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakiuRYf5E6,UgywzezFoEu6KvVekq54AaABAg,REPLY,​@komaltariq3806  v true,0,2026-09-14T22:34:08Z,​@komaltariq3806 v true,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakj-95P-Wq,UgywzezFoEu6KvVekq54AaABAg,REPLY,​@seonghyeoncheese lol 😂😂😂😂😂😂😂😂😂😂,0,2026-09-14T22:34:54Z,​@seonghyeoncheese lol 😂😂😂😂😂😂😂😂😂😂,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAaks_4GT0eb,UgywzezFoEu6KvVekq54AaABAg,REPLY,ESRA needs psychological assessments she is psychopath. This is not boldness this is sick mentally,0,2026-09-14T23:58:36Z,ESRA needs psychological assessments she is psychopath. This is not boldness this is sick mentally,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAaksufL0RA4,UgywzezFoEu6KvVekq54AaABAg,REPLY,Laila anti  please ap apne ghar jayeee ab 😂😂😂😂 is se ziyda nh dekh skta me apko,0,2026-09-15T00:01:33Z,Laila anti please ap apne ghar jayeee ab 😂😂😂😂 is se ziyda nh dekh skta me apko,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakw2CAsi-q,UgywzezFoEu6KvVekq54AaABAg,REPLY,​@Clouds-x5g us including drzee and laila,3,2026-09-15T00:28:55Z,​@Clouds-x5g us including drzee and laila,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakwClGLACR,UgywzezFoEu6KvVekq54AaABAg,REPLY,Only babrik,0,2026-09-15T00:30:22Z,Only babrik,,
ih1zwUpVd7k,UgywzezFoEu6KvVekq54AaABAg.AakSEMw58QJAakwDqs7H4x,UgywzezFoEu6KvVekq54AaABAg,REPLY,​@ashhadkhan7909 zee is not strong contestant he is just a joker and no one respect joker,1,2026-09-15T00:30:31Z,​@ashhadkhan7909 zee is not strong contestant he is just a joker and no one respect joker,,
